私人频道,#genre#
香蕉 http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/87.ts
松視1台,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/88.ts
松視2台,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/89.ts
松視3台http://15.204.105.50:25461/live-G2s9zK2n9m/xDtwVfWM8T/90.ts
极限,http://live.tinktek.net:80/live/f07ccf302385e12d88d0130e5827b8d9.flv
happy,http://live.tinktek.net:80/live/c1898f6366de6cf8ae8b3629854dfc54.flv
香蕉,http://live.tinktek.net:80/live/1ca61077f7302be8bbdad2e91ef4284c.flv
惊艳,http://live.tinktek.net:80/live/3fb7ac8d57839b833f85dc0ee415f33f.flv
潘多拉,http://live.tinktek.net:80/live/e083175963302b78ef2397623712e510.flv
彩虹电影,http://live.tinktek.net:80/live/297a79deb657737b0cfc9de6bbec36d0.flv
彩虹k,http://live.tinktek.net:80/live/933c24fe486c61d74c30de7432965157.flv
彩虹e,http://live.tinktek.net:80/live/81c2a504b8bdd86303b1749b345a0d55.flv
松视3,http://live.tinktek.net:80/live/1f0e3f5e5d0cd35901d711e85bf0df05.flv
松视1,http://live.tinktek.net:80/live/cab43ab471f0e1aacf93a4008a66cf67.flv
以上为临时源,https://cf005.paopao.video:443/8FD49DF7895AED29D436FF2D3A28828D6FD808FB
无信号请重启软件,https://cf005.paopao.video:443/8FD49DF7895AED29D436FF2D3A28828D6FD808FB
美国圣女恶魔,https://thm3u8.com/20240813/7UJsT3cs/1100kb/hls/index.m3u8
惊艳,http://m6z.cn/6icNkg#http://suo.im/dfkTT
happy,http://m6z.cn/5O8pDG#http://suo.im/7emO2
彩虹e,http://u3v.cn/63apMk#http://s.mrw.so/aeQSZ
\香蕉,http://u3v.cn/6aGCQR#http://s.mrw.so/bK5Rb
彩虹k,http://u3v.cn/5GCcz9#http://s.mrw.so/aZtoi
潘多拉,http://u3v.cn/6xb1j0#http://suo.im/aZtnO
彩虹电影,http://u3v.cn/5z1kHr#http://suo.im/cuIoU
松视1,http://u3v.cn/5z1kHB#http://suo.im/aeQTj
松视3,http://u3v.cn/6pJ0nv#http://suo.im/aeQT9
极限电影,http://suo.im/aD7Ry#http://suo.im/7emO2
午夜频道,#genre#
Кино 18+ International,https://v2.catcast.tv/content/40381/index.m3u8#http://line.hello-ott.xyz/jCp4YyMfXc/nowo2O4ogJ/1451481
pigo,http://publish.ws.huajiao.com:80/live/2d0478e355411eaf361b2680bd93b3d0.flv
indie,#http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/86.ts#http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/89.ts#http://45.235.0.78:80/PLAYBOYTV-HD/index.m3u8#http://190.14.10.19:16000/play/a045/index.m3u8#http://rhsbjv7k.tvclub.xyz/iptv/N8HKZ3DNUQKK2D/6242/index.m3u8
台湾频道,#genre#
驚艷,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/85.ts
潘朵拉完美,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/86.ts
香蕉 http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/87.ts
松視1台,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/88.ts
松視2台,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/89.ts
松視3台http://15.204.105.50:25461/live-G2s9zK2n9m/xDtwVfWM8T/90.ts
极限,http://play-tx.infojin.top:80/live/db069d350fffbbe25b1c265ce797f6eb.m3u8
happy,http://play-tx.infojin.top:80/live/0ec10ad3e38f6e218ecbb70d5ee7a1c1.m3u8
香蕉,http://play-tx.infojin.top:80/live/aca24acde696d71e945b4bc389a38ea6.m3u8
惊艳,http://play-tx.infojin.top:80/live/f619088a413efb4ad70ac80de4a4c2ca.m3u8
潘多拉,http://play-tx.infojin.top:80/live/0b94cf8dbc108d530d74865dad9ed3cb.m3u8
彩虹电影,http://play-tx.infojin.top:80/live/5cd182081fa593919dfcc271077e040f.m3u8
彩虹k,http://play-tx.infojin.top:80/live/b83a76b96602e2c64a6d93e0751a6d13.m3u8
彩虹e,http://play-tx.infojin.top:80/live/93da0e5658a1a56b7518797b59c33c99.m3u8
松视3,http://play-tx.infojin.top:80/live/5a5abf73bba5306415a54cc607207bc9.m3u8
松视1,http://play-tx.infojin.top:80/live/50506710f16550aba81f2c51f14c0cc8.m3u8
龍哥频道,#genre#
松视1,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/88.ts
松视1,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/88.ts
松视2,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/89.ts
松视2,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/89.ts
松视3,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/90.ts
松视3,http://pull-skycorp.speedws.com:80/live/40cdc0c7ca392cd4e05e34c35c54705e.flv
K频道,http://pull-skycorp.speedws.com:80/live/a3e2f2c2167f59f1c842106f91049915.flv
e频道,http://pull-skycorp.speedws.com:80/live/2c944d160e8ad5fa1d19b7466e3c3779.flv
e频道,http://pull-skycorp.speedws.com:80/live/c221d53f174413b5edfd700bb99eed06.flv
彩虹电影,http://pull-skycorp.speedws.com:80/live/087c7cdcd55923595ed67d9c549b4507.flv
彩虹电影台,http://pull-skycorp.speedws.com:80/live/17f226ded990618a534f585160639e6a.flv
潘多拉,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/86.ts
潘多拉,http://pull-skycorp.speedws.com:80/live/062985a728a82060adc78f03c87ef267.flv
惊艳台,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/85.ts
惊艳台,http://pull-skycorp.speedws.com:80/live/8dd8726808707f615d36aaa17bdfc021.flv
香蕉台,http://pull-skycorp.speedws.com:80/live/58b12796aac051d5017d47a0ec4e861f.flv
Happy ,http://pull-skycorp.speedws.com:80/live/bb91f4fde6f9bab52ab0f7357d3d9725.flv
极限电影台,http://pull-skycorp.speedws.com:80/live/246eee014a007263bbe65fc09be9e875.flv
快樂花園,#genre#
惊艳,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/85.ts
潘朵啦,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/86.ts
彩虹,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/87.ts
松1,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/88.ts
松2,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/89.ts
松3,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/90.ts

nalfnf,https://v2.catcast.tv/content/40381/index.m3u8
Anal,http://cdn.adultiptv.net/anal.m3u8
Arab Girls,http://live.mycamtv.com/arab.m3u8
Asian Girls,http://live.mycamtv.com/asian.m3u8
Big Ass,http://live.redtraffic.xyz/bigass.m3u8
Big Dick,http://live.redtraffic.xyz/bigdick.m3u8
Big Tits,http://live.redtraffic.xyz/bigtits.m3u8
Blowjob,http://live.redtraffic.xyz/blowjob.m3u8
Blonde,http://live.redtraffic.xyz/blonde.m3u8
Brunette,http://cdn.adultiptv.net/brunette.m3u8
Brunette Girls,http://live.mycamtv.com/brunette.m3u8
Cuckold HD,http://live.redtraffic.xyz/cuckold.m3u8
Compilation,http://cdn.adultiptv.net/compilation.m3u8
Ebony Girls,http://live.mycamtv.com/ebony.m3u8
Hard Core,http://live.redtraffic.xyz/hardcore.m3u8
Three Some,http://live.redtraffic.xyz/threesome.m3u8
Lesbian,http://live.redtraffic.xyz/lesbian.m3u8
Latina HD,http://live.redtraffic.xyz/latina.m3u8
Livecams,http://cdn.adultiptv.net/livecams.m3u8
Fetish HD,http://live.redtraffic.xyz/fetish.m3u8
Interracial HD,http://live.redtraffic.xyz/interracial.m3u8
Milf HD,http://live.redtraffic.xyz/milf.m3u8
Pornstar HD,http://live.redtraffic.xyz/pornstar.m3u8
POV HD,http://live.redtraffic.xyz/pov.m3u8
Russian HD,http://live.redtraffic.xyz/russian.m3u8
Rough,http://cdn.adultiptv.net/rough.m3u8
Teen,http://live.redtraffic.xyz/teen.m3u8
Gangbang,http://cdn.adultiptv.net/gangbang.m3u8
Young Girls,http://live.mycamtv.com/young.m3u8
White Girls,http://live.mycamtv.com/white.m3u8
Skinny Girls,http://live.mycamtv.com/skinny.m3u8
Medium Girls,http://live.mycamtv.com/medium.m3u8

台湾私密频道,#genre#
极限电影台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/987.ts
彩虹电影台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/979.ts
彩虹E,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/978.ts
彩虹K,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/988.ts
驚艷台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/982.ts
潘朵拉完美,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/981.ts
LOOK,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/980.ts
HAPPY,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/986.ts
Banana香蕉台HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/983.ts
松视1台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/984.ts
松视2台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/985.ts

外囯私密频道,#genre#
AbuseMee,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/26634.ts
Anna Di,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/26635.ts
Charlotte Sartre,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/26636.ts
Grazy Wife Slut,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/26637.ts
KL Couple,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/26638.ts
Pudlic Agent,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/26639.ts
Wired Pussy,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/26640.ts
Playboy,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/996.ts
Vivid Red,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/997.ts
Private,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/998.ts
Dorcel,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/999.ts
Dorcel XXX,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/1000.ts
Hustler HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/1001.ts
Hustler HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/1012.ts
Ped Light,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/1003.ts
Brazzers TV,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/1004.ts
Blue Hustler,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/1005.ts
Vivid Touh,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/1006.ts
Erox HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/1007.ts
Penthouse Quickie,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/1008.ts
VIXEN,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/1009.ts
Babestv,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/1010.ts
EXXOTICA,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/1011.ts

24小时播放系列,#genre#
波多野结衣,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/1044.ts
传媒视频,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/1056.ts
韩国三级片1,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/2530.ts
韩国三级片2,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/2531.ts
三级片视频播放,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/26641.ts
七天极品探花,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/1062.ts
小宝探花,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/1064.ts

港台频道,#genre#
Now Viu剧集台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/33.ts
Now华剧台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/35.ts
Now紫金国际台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/36.ts
Now星影台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/40.ts
Now爆谷台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/41.ts
中国电影频道,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/44.ts
PopC电影,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/45.ts
澳门莲花,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/148.ts
澳门体育,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/152.ts
民视,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/156.ts
台視HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/157.ts
华视HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/158.ts
中視HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/159.ts
公視,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/160.ts
中天新聞,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/161.ts
東森新聞台HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/162.ts
TVBS新聞台HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/163.ts
民視新聞台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/164.ts
年代新聞HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/165.ts
三立新聞,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/166.ts
非凡新聞HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/167.ts
中視新聞HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/168.ts
CTS華視新聞资讯,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/169.ts
寰宇新聞台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/170.ts
寰宇新聞台湾台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/171.ts
壹新聞,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/172.ts
镜新聞,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/173.ts
台視新聞HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/174.ts
中天娱乐HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/175.ts
中天娱乐HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/176.ts
中天亚洲台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/177.ts
东森综合HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/178.ts
东森电影HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/179.ts
东森戏剧HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/180.ts
东森洋片HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/181.ts
TVBS HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/182.ts
TVBS欢乐台HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/183.ts
TVBS精采台HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/184.ts
TVBS综艺台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/185.ts
TVBS台剧台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/186.ts
三立综合台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/187.ts
三立台湾台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/188.ts
三立都会台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/189.ts
三立戏剧台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/190.ts
民視第一台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/191.ts
民視台湾台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/192.ts
民视综艺,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/193.ts
民视影剧,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/194.ts
民视旅游,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/195.ts
中視经典HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/196.ts
中視菁采HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/197.ts
台视综合HD,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/198.ts
公視台语台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/199.ts
公視戏剧,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/201.ts
HBO,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/202.ts
美亚电影,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/208.ts
龙祥时代电影,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/209.ts
好莱坞电影台,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/210.ts
壹电影,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41041749599/36786390/222.ts
